title,make,model,year,condition,transmission,location,price
Hyundai Santa Fe 2014 Silver,Hyundai,Santa,,foreign used,automatic,Gwarinpa,"₦ 18,500,000"
Lexus RX 350 FWD 2018 Black,Lexus,RX,,foreign used,automatic,Apapa,"₦ 60,000,000"
Lincoln Navigator 2016 Black,Lincoln,Navigator,2016,local used,automatic,Lugbe District,"₦ 14,000,000"
Honda CR-V 2008 Gray,Honda,CR-V,2008,local used,automatic,Lokogoma,"₦ 5,300,000"
Toyota Corolla 1.4 VVT-i 2007 Black,Toyota,Corolla,,foreign used,automatic,Apapa,"₦ 8,500,000"
Toyota Camry 2009,Toyota,Camry,2009,foreign used,automatic,Kubwa,"₦ 9,500,000"
Toyota Tundra 2018 Gray,Toyota,Tundra,2018,foreign used,automatic,Ajah,"₦ 60,000,000"
Toyota Camry SE (2.5L 4cyl 8A) 2019 Silver,Toyota,Camry,,local used,automatic,Lekki,"₦ 19,500,000"
Toyota Corolla LE 2006 Red,Toyota,Corolla,,foreign used,automatic,Katampe,"₦ 11,200,000"
Mercedes-Benz M Class 2013 Silver,,,,foreign used,automatic,Amuwo-Odofin,"₦ 26,500,000"
Lexus GX 460 Luxury 2017 White,Lexus,GX,,foreign used,automatic,Ikeja,"₦ 68,500,000"
Mercedes-Benz GLA 250 2017 Black,,,,foreign used,automatic,Apapa,"₦ 31,000,000"
Land Rover Range Rover Evoque 2016 Gray,Land,Rover,,foreign used,automatic,Central Business District,"₦ 31,000,000"
Ford Edge Limited 4dr AWD (3.5L 6cyl 6A) 2008 Gray,Ford,Edge,,local used,automatic,Ikeja,"₦ 5,630,000"
Land Rover Range Rover Velar P340 SE R-Dynamic 4x4 2019 Gold,Land,Rover,,foreign used,automatic,Central Business District,"₦ 73,000,000"
Ford Focus 1.6 D Station Wagon 2005 Blue,Ford,Focus,,foreign used,automatic,Gwarinpa,"₦ 5,550,000"
GMC Canyon 2022 Black,GMC,Canyon,2022,foreign used,automatic,Amuwo-Odofin,"₦ 68,000,000"
Toyota Tacoma TRD Sport 2019 Silver,Toyota,Tacoma,,foreign used,automatic,Ikeja,"₦ 42,000,000"
Toyota Corolla 2005 Gray,Toyota,Corolla,2005,local used,automatic,Gwarinpa,"₦ 5,500,000"
Toyota Camry 2012 Blue,Toyota,Camry,2012,foreign used,automatic,Apapa,"₦ 14,500,000"
Toyota Tacoma 4dr Double Cab 2016 Red,Toyota,Tacoma,,foreign used,automatic,Ojodu,"₦ 37,800,000"
Toyota Matrix 2006 Red,Toyota,Matrix,2006,foreign used,automatic,Jabi,"₦ 8,500,000"
New Toyota Land Cruiser 2023 Black,New,Toyota,,new,automatic,Gwarinpa,"₦ 177,000,000"
Mercedes-Benz M Class 2015 Gray,,,,foreign used,automatic,Ikeja,"₦ 28,999,999"
Toyota Sequoia 2009 White,Toyota,Sequoia,2009,local used,automatic,Ikotun/Igando,"₦ 15,500,000"
Honda Pilot 2005 Silver,Honda,Pilot,2005,local used,automatic,Lekki,"₦ 4,600,000"
Toyota Camry XSE V6 FWD (3.5L 6cyl 8AM) 2018 Gray,Toyota,Camry,,foreign used,automatic,Ilupeju,"₦ 39,500,000"
Lexus ES 350 2010 Silver,Lexus,ES,,foreign used,automatic,Apapa,"₦ 15,500,000"
Volkswagen Golf GTI 2012,Volkswagen,Golf,,foreign used,automatic,Ikeja,"₦ 10,000,000"
Mercedes-Benz GLE-Class 2020 Gray,,,,foreign used,automatic,Amuwo-Odofin,"₦ 78,000,000"
Lexus LX 2021 Black,Lexus,LX,2021,foreign used,automatic,Surulere,"₦ 152,000,000"
Toyota Corolla LE 2006 Red,Toyota,Corolla,,local used,automatic,Port-Harcourt,"₦ 5,000,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2009 Blue,Toyota,Camry,,local used,automatic,Ikeja,"₦ 7,150,000"
Chevrolet Camaro 2020 White,Chevrolet,Camaro,2020,foreign used,automatic,Surulere,"₦ 70,000,000"
Toyota Camry 2010 Blue,Toyota,Camry,2010,foreign used,automatic,Apapa,"₦ 12,000,000"
Toyota Hilux 2010 White,Toyota,Hilux,2010,local used,manual,Garki 2,"₦ 16,000,000"
Toyota Highlander 2016 Gray,Toyota,Highlander,2016,foreign used,automatic,Apapa,"₦ 35,000,000"
Mercedes-Benz GLE-Class 2018 White,,,,foreign used,automatic,Ikeja,"₦ 78,650,000"
Toyota Avalon XL 2006 Black,Toyota,Avalon,,local used,automatic,Ogudu,"₦ 5,600,000"
Toyota Highlander Limited 4x4 2008 Black,Toyota,Highlander,,foreign used,automatic,Ikeja,"₦ 17,500,000"
Toyota Corolla 2009 Red,Toyota,Corolla,2009,foreign used,automatic,Kubwa,"₦ 12,500,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2011 Black,Toyota,Camry,,foreign used,automatic,Mushin,"₦ 10,000,000"
Lexus LX 570 AWD 2015 Black,Lexus,LX,,foreign used,automatic,Amuwo-Odofin,"₦ 59,000,000"
Toyota Camry 2004 Silver,Toyota,Camry,2004,foreign used,automatic,Ifako-Ijaiye,"₦ 5,500,000"
Toyota Corolla 2011 Gray,Toyota,Corolla,2011,local used,automatic,Ibadan,"₦ 9,720,000"
Lexus RX 300 2WD 2003 Black,Lexus,RX,,foreign used,automatic,Apapa,"₦ 10,800,000"
Lexus ES 2015 Gray,Lexus,ES,2015,local used,automatic,Gbagada,"₦ 21,900,000"
Lexus RX 350 2010 Black,Lexus,RX,,local used,automatic,Onitsha,"₦ 19,200,000"
Mercedes-Benz GLK-Class 2013 Gray,,,,foreign used,automatic,Amuwo-Odofin,"₦ 23,500,000"
Toyota Matrix 2009 Silver,Toyota,Matrix,2009,foreign used,automatic,Ojo,"₦ 10,200,000"
Toyota HiAce 2005 Red,Toyota,HiAce,2005,local used,manual,Lokogoma,"₦ 5,800,000"
Mercedes-Benz C180 2000 Matt Black,,,,local used,automatic,Katampe,"₦ 4,500,000"
Toyota Avalon XLE Plus Sedan FWD (3.5L 6cyl 6A) 2017 Silver,Toyota,Avalon,,foreign used,automatic,Ikeja,"₦ 25,000,000"
Lexus RX 350 2011 Red,Lexus,RX,,local used,automatic,Surulere,"₦ 16,800,000"
Land Rover Range Rover Evoque Pure AWD 5-Door 2013 White,Land,Rover,,foreign used,automatic,Apapa,"₦ 26,000,000"
Mercedes-Benz M Class 2015 Silver,,,,foreign used,automatic,Ikeja,"₦ 26,860,888"
Toyota 4-Runner SR5 4WD 2011 Silver,Toyota,4-Runner,,local used,automatic,Central Business District,"₦ 21,300,000"
Mercedes-Benz C300 Sport Sedan AWD (3.0L 6cyl 7A) 2009 Brown,,,,local used,automatic,Port-Harcourt,"₦ 9,500,000"
Land Rover Range Rover Velar P250 S 4x4 2018 Gray,Land,Rover,,foreign used,automatic,Garki 2,"₦ 87,000,000"
New Toyota Hilux 2023 White,New,Toyota,,new,manual,Sagamu,"₦ 68,500,000"
Lexus RX 350 2010 Silver,Lexus,RX,,foreign used,automatic,Apapa,"₦ 22,500,000"
Hyundai Sonata 2014 White,Hyundai,Sonata,2014,foreign used,automatic,Apapa,"₦ 14,500,000"
Toyota Tacoma 2020 Silver,Toyota,Tacoma,2020,foreign used,automatic,Apapa,"₦ 40,000,000"
BMW 7 Series 740Li 4dr Sedan (3.0L 6cyl Turbo 8A) 2014 Gray,BMW,7,,local used,automatic,Garki 2,"₦ 55,000,000"
Lexus ES 350 2011 Silver,Lexus,ES,,foreign used,automatic,Apapa,"₦ 13,500,000"
Hyundai Santa Fe Sport 2013 Silver,Hyundai,Santa,,foreign used,automatic,Utako,"₦ 19,000,000"
Mercedes-Benz GLE-Class GLE 350 4MATIC 2023 Gray,,,,foreign used,automatic,Lekki,"₦ 69,900,000"
Toyota RAV4 2.0 4x4 Executive 2004 Silver,Toyota,RAV4,,foreign used,automatic,Apapa,"₦ 12,300,000"
Acura MDX 2011 Silver,Acura,MDX,2011,foreign used,automatic,Apapa,"₦ 13,500,000"
Mercedes-Benz GLK-Class 350 4MATIC 2013 Gray,,,,foreign used,automatic,Ojodu,"₦ 22,500,000"
Lexus RX 330 AWD 2006,Lexus,RX,,local used,automatic,Owerri,"₦ 7,200,000"
Honda Accord 2017 Blue,Honda,Accord,2017,foreign used,automatic,Mbora,"₦ 18,200,000"
Toyota RAV4 2015 Silver,Toyota,RAV4,2015,foreign used,automatic,Apapa,"₦ 24,500,000"
Lexus GX 460 Premium 2013 Gray,Lexus,GX,,foreign used,automatic,Apapa,"₦ 36,000,000"
Lexus RX 330 2006 Silver,Lexus,RX,,foreign used,automatic,Amuwo-Odofin,"₦ 13,700,000"
Toyota Highlander XLE 2021 Red,Toyota,Highlander,,foreign used,automatic,Mabushi,"₦ 53,500,000"
Toyota Camry XSE FWD 2020 Silver,Toyota,Camry,,foreign used,automatic,Apapa,"₦ 34,000,000"
Toyota Camry XLE V6 4dr Sedan (3.5L 6cyl 6AM) 2008 Green,Toyota,Camry,,foreign used,automatic,Onitsha,"₦ 9,000,000"
Lexus RX 350 AWD 2017 Red,Lexus,RX,,foreign used,automatic,Apapa,"₦ 46,000,000"
Land Rover Range Rover Vogue 2018 Black,Land,Rover,,foreign used,automatic,Lekki,"₦ 90,000,000"
Toyota Highlander 2004 Blue,Toyota,Highlander,2004,local used,automatic,Yaba,"₦ 7,000,000"
New Toyota Camry 2024 Black,New,Toyota,,new,automatic,Central Business District,"₦ 83,000,000"
Toyota Corolla 2009 White,Toyota,Corolla,2009,local used,automatic,Lugbe District,"₦ 7,350,000"
Lexus RX 350 2011 White,Lexus,RX,,local used,automatic,Lekki,"₦ 15,000,000"
Toyota Camry SE FWD (2.5L 4cyl 8AM) 2018 Blue,Toyota,Camry,,foreign used,automatic,Ojodu,"₦ 30,000,000"
Toyota Camry 2011 Black,Toyota,Camry,2011,foreign used,automatic,Lekki,"₦ 11,000,000"
Lexus IS 250 2008 Blue,Lexus,IS,,local used,automatic,Port-Harcourt,"₦ 8,600,000"
Toyota Corolla XSE 2022 Silver,Toyota,Corolla,,foreign used,automatic,Apapa,"₦ 36,000,000"
Toyota Highlander Limited V6 4x4 2006 Burgundy,Toyota,Highlander,,foreign used,automatic,Ikeja,"₦ 13,200,000"
Volkswagen Passat 2018 Gray,Volkswagen,Passat,2018,foreign used,automatic,Garki 2,"₦ 26,000,000"
Mercedes-Benz Viano 2015 Black,,,,foreign used,automatic,Gwarinpa,"₦ 28,000,000"
Lexus GS 2014 Blue,Lexus,GS,2014,local used,automatic,Kubwa,"₦ 15,950,000"
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2016 Black,,,,local used,automatic,Oshodi,"₦ 36,500,000"
Toyota Tacoma 4dr Double Cab 2016 Silver,Toyota,Tacoma,,foreign used,automatic,Port-Harcourt,"₦ 48,000,000"
Toyota Sienna LE AWD 2009 Gold,Toyota,Sienna,,foreign used,automatic,Maryland,"₦ 9,500,000"
Mercedes-Benz GLE-Class AMG GLE 63 S 4MATIC 2021 Black,,,,foreign used,automatic,Lekki,"₦ 240,000,000"
Lexus RX 350 2009 Gold,Lexus,RX,,local used,automatic,Abuja (FCT),"₦ 10,500,000"
Toyota Camry SE V6 4dr Sedan (3.5L 6cyl 6A) 2012 Black,Toyota,Camry,,local used,automatic,Gwarinpa,"₦ 12,500,000"
Cadillac Escalade 2021 Black,Cadillac,Escalade,2021,foreign used,automatic,Lekki,"₦ 285,000,000"
Toyota Avalon 2009 Silver,Toyota,Avalon,2009,foreign used,automatic,Abule Egba,"₦ 11,500,000"
Mercedes-Benz C450 2016 Black,,,,foreign used,automatic,Ikeja,"₦ 45,000,000"
Lexus ES 350 FWD 2013 Red,Lexus,ES,,foreign used,automatic,Gwarinpa,"₦ 27,500,000"
Toyota Corolla 2006 Silver,Toyota,Corolla,2006,local used,automatic,Kaduna / Kaduna State,"₦ 6,200,000"
Land Rover Range Rover Sport 2023 Gray,Land,Rover,,foreign used,automatic,Katampe,"₦ 286,000,000"
Lexus ES 350 FWD 2014 Gray,Lexus,ES,,foreign used,automatic,Amuwo-Odofin,"₦ 23,000,000"
Mercedes-Benz GLE-Class GLE 350 2017 Black,,,,foreign used,automatic,Central Business District,"₦ 41,500,000"
Lexus ES 350 2008 Black,Lexus,ES,,foreign used,automatic,Apapa,"₦ 13,500,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2012 Black,Toyota,Camry,,local used,automatic,Gwarinpa,"₦ 12,000,000"
Ford Edge Limited 4dr AWD (3.5L 6cyl 6A) 2012 White,Ford,Edge,,foreign used,automatic,Agege,"₦ 15,000,000"
Mercedes-Benz M Class ML 350 4Matic 2013 Matt Black,,,,foreign used,automatic,Apapa,"₦ 28,000,000"
Hyundai Elantra 1.6 Automatic 2009 Gray,Hyundai,Elantra,,local used,automatic,Badagry,"₦ 4,500,000"
Mercedes-Benz GLC-Class 2021 White,,,,foreign used,automatic,Lekki,"₦ 80,000,000"
Toyota Highlander 2018 Silver,Toyota,Highlander,2018,foreign used,automatic,Garki 2,"₦ 45,000,000"
Honda Accord 2013 Black,Honda,Accord,2013,local used,automatic,Gwarinpa,"₦ 10,500,000"
Land Rover Range Rover Velar 2019 Gray,Land,Rover,,foreign used,automatic,Garki 2,"₦ 68,000,000"
Lexus IS 250 2009 Black,Lexus,IS,,local used,automatic,Surulere,"₦ 8,950,000"
Mercedes-Benz GLK-Class 350 4MATIC 2014 Black,,,,foreign used,automatic,Central Business District,"₦ 23,500,000"
Toyota RAV4 Limited AWD 2019 Black,Toyota,RAV4,,foreign used,automatic,Lekki,"₦ 43,500,000"
Nissan Sentra 2014 Red,Nissan,Sentra,2014,local used,automatic,Yaba,"₦ 5,720,000"
Hyundai Santa Fe Limited AWD 2016 Silver,Hyundai,Santa,,foreign used,automatic,Ojodu,"₦ 22,500,000"
Toyota Camry Base 4dr Sedan (2.5L 4cyl 6M) 2010 Silver,Toyota,Camry,,local used,automatic,Gbagada,"₦ 7,200,000"
Toyota Sienna LE 7 Passenger 2010 Black,Toyota,Sienna,,foreign used,automatic,Surulere,"₦ 9,800,000"
Volkswagen Sharan 2000 Green,Volkswagen,Sharan,2000,foreign used,manual,Agbara-Igbesan,"₦ 8,650,000"
Toyota 4-Runner 2015 Black,Toyota,4-Runner,2015,local used,automatic,Surulere,"₦ 35,000,000"
Toyota Camry XLE V6 4dr Sedan (3.0L 6cyl 4A) 2002 Gray,Toyota,Camry,,local used,automatic,Ibadan,"₦ 2,100,000"
Toyota Camry 2010 Blue,Toyota,Camry,2010,local used,automatic,Ikeja,"₦ 8,750,000"
Mercedes-Benz C300 2012 Black,,,,foreign used,automatic,Apapa,"₦ 15,000,000"
Hyundai Elantra 2018 Black,Hyundai,Elantra,2018,foreign used,automatic,Gwarinpa,"₦ 18,000,000"
Mercedes-Benz C-Class C 300 4MATIC (W205) 2016 Brown,,,,foreign used,automatic,Lekki,"₦ 28,215,000"
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2016 Silver,,,,foreign used,automatic,Amuwo-Odofin,"₦ 38,250,000"
New Toyota Granvia 2023 Black,New,Toyota,,new,automatic,Central Business District,"₦ 135,000,000"
Toyota RAV4 2017 Gray,Toyota,RAV4,2017,foreign used,automatic,Apapa,"₦ 27,000,000"
Mercedes-Benz M Class ML 350 4Matic 2013 Gray,,,,foreign used,automatic,Apapa,"₦ 25,500,000"
Toyota Corolla 2012 Black,Toyota,Corolla,2012,foreign used,automatic,Ibadan,"₦ 13,500,000"
Toyota Tacoma TRD Sport 2018 Gray,Toyota,Tacoma,,foreign used,automatic,Apapa,"₦ 40,500,000"
Lexus ES 350 2011 Silver,Lexus,ES,,foreign used,automatic,Isolo,"₦ 14,000,000"
Lexus GS 350 2007 White,Lexus,GS,,local used,automatic,Ajah,"₦ 5,950,000"
Honda Accord 2008 Black,Honda,Accord,2008,local used,automatic,Ibadan,"₦ 4,400,000"
Toyota RAV4 2.0 4x4 2006 Black,Toyota,RAV4,,local used,automatic,Gbagada,"₦ 5,700,000"
Toyota Avalon 2013 Red,Toyota,Avalon,2013,foreign used,automatic,Ajah,"₦ 21,500,000"
Lexus ES 350 FWD 2013 Gold,Lexus,ES,,foreign used,automatic,Ikeja,"₦ 30,000,000"
Lexus ES 2016 Gray,Lexus,ES,2016,foreign used,automatic,Gwarinpa,"₦ 29,500,000"
Toyota Coaster 2015 Brown,Toyota,Coaster,2015,foreign used,manual,Lekki,"₦ 39,500,000"
Toyota Tacoma 2018 Black,Toyota,Tacoma,2018,foreign used,automatic,Apapa,"₦ 43,000,000"
Honda CR-V EX-L 4dr SUV (1.5L 4cyl CVT) 2017 Red,Honda,CR-V,,foreign used,automatic,Agboyi/Ketu,"₦ 31,000,000"
Mercedes-Benz GLK-Class 2013 White,,,,local used,automatic,Mabushi,"₦ 18,500,000"
Mercedes-Benz GLE-Class GLE 350 2017 White,,,,foreign used,automatic,Apapa,"₦ 47,500,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2014,,,,local used,automatic,Ajah,"₦ 22,500,000"
Mercedes-Benz C350 2010 White,,,,local used,automatic,Gwarinpa,"₦ 8,500,000"
Lexus ES 350 FWD 2013 Gray,Lexus,ES,,foreign used,automatic,Apapa,"₦ 19,500,000"
BMW 528i 2015 Blue,BMW,528i,2015,foreign used,automatic,Ipaja,"₦ 27,500,000"
Toyota Corolla 2009 Gray,Toyota,Corolla,2009,local used,automatic,Jabi,"₦ 8,300,000"
Toyota Highlander 2012,Toyota,Highlander,2012,foreign used,automatic,Apapa,"₦ 22,800,000"
Toyota Highlander 2015 Burgundy,Toyota,Highlander,2015,foreign used,automatic,Ibadan,"₦ 28,000,000"
Mercedes-Benz C300 2011 White,,,,foreign used,automatic,Amuwo-Odofin,"₦ 18,500,000"
Ford F-150 2010 Gold,Ford,F-150,2010,local used,automatic,Ibadan,"₦ 8,800,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2010 Gray,Toyota,Corolla,,foreign used,automatic,Amuwo-Odofin,"₦ 11,000,000"
Toyota 4-Runner Limited 2020 White,Toyota,4-Runner,,foreign used,automatic,Agege,"₦ 60,000,000"
Mercedes-Benz C230 2007 Gold,,,,local used,automatic,Kaduna / Kaduna State,"₦ 4,500,000"
Toyota 4-Runner Limited 4x4 V6 2006 Black,Toyota,4-Runner,,local used,automatic,Ajah,"₦ 6,700,000"
Toyota RAV4 Limited V6 2008,Toyota,RAV4,,foreign used,automatic,Apapa,"₦ 12,800,000"
Mercedes-Benz GLC-Class 2016 Blue,,,,foreign used,automatic,Surulere,"₦ 38,500,000"
Ford Edge 2012 Silver,Ford,Edge,2012,foreign used,automatic,Agege,"₦ 13,000,000"
Jeep Wrangler 2020 Gray,Jeep,Wrangler,2020,foreign used,automatic,Jahi,"₦ 62,222,222"
Land Rover Range Rover Evoque 2016 Black,Land,Rover,,foreign used,automatic,Ikeja,"₦ 25,500,000"
Mercedes-Benz GLE-Class 2022 White,,,,foreign used,automatic,Amuwo-Odofin,"₦ 95,000,000"
Mazda MS-6 2009 Silver,Mazda,MS-6,2009,local used,automatic,Central Business District,"₦ 6,500,000"
Toyota Venza AWD 2010 Matt Black,Toyota,Venza,,foreign used,automatic,Apapa,"₦ 20,000,000"
Toyota Hilux SR5 4x4 2014 White,Toyota,Hilux,,foreign used,automatic,Ogudu,"₦ 43,500,000"
Toyota Corolla 2013 Gray,Toyota,Corolla,2013,foreign used,automatic,Gwarinpa,"₦ 13,500,000"
Jeep Wrangler 2010 Green,Jeep,Wrangler,2010,local used,manual,Amuwo-Odofin,"₦ 27,500,000"
Mercedes-Benz C250 2013 Red,,,,foreign used,automatic,Apapa,"₦ 15,500,000"
Lexus ES 350 2008 Black,Lexus,ES,,local used,automatic,Ikeja,"₦ 7,800,000"
Kia Morning 2011 Silver,Kia,Morning,2011,foreign used,automatic,Amuwo-Odofin,"₦ 8,300,000"
Lexus RX 350 AWD 2009 Gold,Lexus,RX,,foreign used,automatic,Apapa,"₦ 14,500,000"
Toyota Yaris SE Hatchback 5dr 2016 Silver,Toyota,Yaris,,foreign used,automatic,Ikeja,"₦ 14,500,000"
Toyota Corolla LE Eco Plus 4dr Sedan (1.8L 4cyl CVT) 2015 Gray,Toyota,Corolla,,local used,automatic,Lekki,"₦ 12,500,000"
Toyota Camry 2013 Red,Toyota,Camry,2013,foreign used,automatic,Apapa,"₦ 16,900,000"
Mercedes-Benz M Class 2012 White,,,,foreign used,automatic,Maryland,"₦ 35,000,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl 4A) 2012 Blue,Toyota,Corolla,,local used,automatic,Ikeja,"₦ 10,500,000"
Toyota Camry 2018 Silver,Toyota,Camry,2018,foreign used,automatic,Gwarinpa,"₦ 32,000,000"
Toyota Camry 2019 Green,Toyota,Camry,2019,foreign used,automatic,Kado,"₦ 38,500,000"
Honda Accord LX CVT 2024 Gray,Honda,Accord,,foreign used,automatic,Gwarinpa,"₦ 30,000,000"
Hyundai I10 1.2 2012 Red,Hyundai,I10,,local used,manual,Abule Egba,"₦ 3,650,000"
Acura MDX 2019 Silver,Acura,MDX,2019,foreign used,automatic,Apapa,"₦ 35,700,000"
Toyota HiAce 2011 White,Toyota,HiAce,2011,foreign used,automatic,Apapa,"₦ 22,600,000"
Toyota Corolla 2017 Black,Toyota,Corolla,2017,foreign used,automatic,Ikeja,"₦ 21,500,000"
Mercedes-Benz CLA-Class CLA 250 4MATIC Sedan 2015 Black,,,,foreign used,automatic,Gwarinpa,"₦ 21,900,000"
Toyota Avalon Limited 4dr Sedan (3.5L 6cyl 6A) 2014 Red,Toyota,Avalon,,local used,automatic,Central Business District,"₦ 13,900,000"
Lexus RX 2006 Blue,Lexus,RX,2006,foreign used,automatic,Apapa,"₦ 13,890,000"
Toyota Highlander XLE 2019 Gray,Toyota,Highlander,,foreign used,automatic,Apapa,"₦ 45,000,000"
Toyota Venza 2013 Black,Toyota,Venza,2013,foreign used,automatic,Ojodu,"₦ 24,000,000"
Toyota Highlander Limited 2010 Red,Toyota,Highlander,,local used,automatic,Port-Harcourt,"₦ 13,500,000"
Toyota Yaris 2008 Gray,Toyota,Yaris,2008,foreign used,automatic,Awka,"₦ 8,650,000"
Toyota Camry LE V6 4dr Sedan (3.0L 6cyl 5A) 2005 Green,Toyota,Camry,,local used,automatic,Isolo,"₦ 4,500,000"
Honda Pilot EX-L 4x2 (3.5L 6cyl 5A) 2007 Gray,Honda,Pilot,,local used,automatic,Yaba,"₦ 4,600,000"
Porsche Cayenne GTS 2013 White,Porsche,Cayenne,,local used,automatic,Lekki,"₦ 36,000,000"
Mercedes-Benz M Class ML 350 4Matic 2012 Gray,,,,local used,automatic,Amuwo-Odofin,"₦ 19,000,000"
Lexus RX 2008 Silver,Lexus,RX,2008,foreign used,automatic,Delta State,"₦ 9,500,000"
Mercedes-Benz E320 2001 Green,,,,foreign used,automatic,Garki 2,"₦ 4,500,000"
Lexus IS 250 AWD 2007 Gray,Lexus,IS,,foreign used,automatic,Apapa,"₦ 12,500,000"
Mercedes-Benz GLK-Class 350 4MATIC 2013 Gold,,,,foreign used,automatic,Amuwo-Odofin,"₦ 22,300,000"
Toyota Camry 2006 Black,Toyota,Camry,2006,local used,automatic,Ogba,"₦ 5,300,000"
Mercedes-Benz E350 2012 Blue,,,,foreign used,automatic,Katampe,"₦ 20,000,000"
Toyota Tacoma SR5 2017 Gray,Toyota,Tacoma,,foreign used,automatic,Magodo,"₦ 39,000,000"
Toyota Corolla 2006 Gray,Toyota,Corolla,2006,foreign used,automatic,Apapa,"₦ 8,900,000"
Lexus GX 460 Luxury 2016 Black,Lexus,GX,,foreign used,automatic,Garki 2,"₦ 48,800,000"
Bentley Continental 2013 White,Bentley,Continental,2013,local used,automatic,Lekki,"₦ 58,850,000"
Toyota Corolla LE 4dr Sedan (1.8L 4 cyl 4A) 2009 Silver,Toyota,Corolla,,foreign used,automatic,Amuwo-Odofin,"₦ 10,500,000"
Toyota RAV4 Limited 2007 Blue,Toyota,RAV4,,local used,automatic,Ikeja,"₦ 8,200,000"
Acura MDX 2022 Black,Acura,MDX,2022,foreign used,automatic,Mabushi,"₦ 76,200,000"
Hyundai Sonata 2012 White,Hyundai,Sonata,2012,foreign used,automatic,Ajah,"₦ 10,400,000"
Mercedes-Benz GL-Class GL450 4MATIC 4dr SUV AWD (3.0L 6cyl Turbo 7A),,,,foreign used,automatic,Ikeja,"₦ 32,000,000"
Honda Accord 2008 Blue,Honda,Accord,2008,local used,automatic,Port-Harcourt,"₦ 6,000,000"
Lexus RX 350 2022 White,Lexus,RX,,foreign used,automatic,Ikeja,"₦ 72,000,000"
Toyota Corolla 2015 White,Toyota,Corolla,2015,foreign used,automatic,Agege,"₦ 17,200,000"
Toyota Highlander 2021 Silver,Toyota,Highlander,2021,foreign used,automatic,Lekki,"₦ 63,500,000"
Volkswagen Passat 2014 Black,Volkswagen,Passat,2014,local used,automatic,Surulere,"₦ 9,950,000"
Mercedes-Benz GLC-Class 2017 Black,,,,foreign used,automatic,Maitama,"₦ 67,500,000"
Toyota Camry 2016 Blue,Toyota,Camry,2016,foreign used,automatic,Ajah,"₦ 16,900,000"
Mercedes-Benz R-Class R 350 4MATIC AWD 2009 Gold,,,,local used,automatic,Ikeja,"₦ 4,770,000"
New Toyota Corolla 2024 Black,New,Toyota,,new,automatic,Garki 2,"₦ 40,000,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2014 Black,Toyota,Camry,,foreign used,automatic,Amuwo-Odofin,"₦ 14,000,000"
Toyota Highlander SE 2011 Black,Toyota,Highlander,,foreign used,automatic,Egbe/Idimu,"₦ 17,500,000"
Toyota Corolla CE 2007 Gray,Toyota,Corolla,,foreign used,automatic,Amuwo-Odofin,"₦ 9,200,000"
Toyota Matrix 2008 Silver,Toyota,Matrix,2008,foreign used,automatic,Surulere,"₦ 11,200,000"
Mercedes-Benz E350 2014 Black,,,,local used,automatic,Lekki,"₦ 15,000,000"
Mercedes-Benz GLA 250 2015 Black,,,,foreign used,automatic,Amuwo-Odofin,"₦ 27,000,000"
Toyota Camry 2008 Red,Toyota,Camry,2008,foreign used,automatic,Amuwo-Odofin,"₦ 10,500,000"
Toyota Highlander Limited 2021 Red,Toyota,Highlander,,foreign used,automatic,Gwarinpa,"₦ 80,000,000"
Mercedes-Benz GLK-Class Base GLK 350 4dr AWD 4MATIC (3.5L 6cyl 7A) 2015,,,,foreign used,automatic,Amuwo-Odofin,"₦ 26,000,000"
Toyota Venza V6 AWD 2010 Gold,Toyota,Venza,,local used,automatic,Isolo,"₦ 16,200,000"
Acura TL SH-AWD 2010 Silver,Acura,TL,,foreign used,automatic,Ajah,"₦ 6,000,000"
Toyota Camry 2009 Blue,Toyota,Camry,2009,foreign used,automatic,Surulere,"₦ 9,700,000"
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2016 Gray,,,,foreign used,automatic,Ikeja,"₦ 43,000,000"
Toyota Highlander 2015 Gray,Toyota,Highlander,2015,foreign used,automatic,Isolo,"₦ 31,850,000"
Toyota Camry LE 4dr Sedan (2.2L 4cyl 4A) 2000 Gold,Toyota,Camry,,local used,automatic,Ikeja,"₦ 3,000,000"
Lexus IS 250 2007 Black,Lexus,IS,,foreign used,automatic,Amuwo-Odofin,"₦ 13,500,000"
Lexus ES 2012 Silver,Lexus,ES,2012,foreign used,automatic,Apapa,"₦ 14,800,000"
Toyota Hilux 2018 Black,Toyota,Hilux,2018,local used,automatic,Surulere,"₦ 51,000,000"
New Jetour X70 Plus 2024 Silver,New,Jetour,,new,automatic,Amuwo-Odofin,"₦ 58,000,000"
Mercedes-Benz GLK-Class 350 2014 Black,,,,foreign used,automatic,Central Business District,"₦ 25,000,000"
